p      e      name          run_time      sens          spec          pct_crt       avg_trim      SoS_trim      pct_crt_left  avg_left      SoS_left      pct_crt_right avg_right     SoS_right     total_polyA   num_split     
0.0    0.022  BASICTOOL     -1.0          1.0           -1.0          0.412         -8.285        0.006         0.667         -4.143        0.005         0.666         -4.143        0.005         46391.0       0.0           
0.01   0.022  BASICTOOL     -1.0          1.0           -1.0          0.412         -8.285        0.006         0.667         -4.143        0.005         0.666         -4.143        0.005         46391.0       0.0           
0.02   0.022  BASICTOOL     -1.0          1.0           -1.0          0.479         -6.869        0.005         0.705         -3.43         0.004         0.703         -3.439        0.004         46391.0       0.0           
0.03   0.022  BASICTOOL     -1.0          1.0           -1.0          0.757         -2.262        0.003         0.866         -1.147        0.003         0.866         -1.115        0.003         47250.0       0.0           
0.04   0.022  BASICTOOL     -1.0          1.0           -1.0          0.745         -1.793        0.002         0.87          -0.927        0.002         0.857         -0.866        0.002         49108.0       0.0           
0.05   0.022  BASICTOOL     -1.0          1.0           -1.0          0.763         -0.872        0.001         0.89          -0.505        0.002         0.855         -0.367        0.001         49823.0       0.0           
0.06   0.022  BASICTOOL     -1.0          1.0           -1.0          0.734         0.158         0.001         0.85          0.155         0.001         0.866         0.003         0.001         49864.0       0.0           
0.07   0.022  BASICTOOL     -1.0          1.0           -1.0          0.572         1.431         0.001         0.692         1.189         0.001         0.849         0.242         0.001         49890.0       0.0           
0.08   0.022  BASICTOOL     -1.0          1.0           -1.0          0.453         2.464         0.001         0.567         2.07          0.001         0.838         0.394         0.001         49933.0       0.0           
0.09   0.022  BASICTOOL     -1.0          1.0           -1.0          0.323         3.546         0.001         0.447         2.896         0.001         0.818         0.65          0.001         49955.0       0.0           
0.1    0.022  BASICTOOL     -1.0          1.0           -1.0          0.193         4.656         0.001         0.313         3.784         0.001         0.801         0.872         0.001         49968.0       0.0           
-1     0.023  SCOPA         -1.0          1.0           0.0           0.596         1.636         0.001         0.648         1.701         0.001         0.924         -0.065        0.0           49997.0       0.0           
0.0    0.023  BASICTOOL     -1.0          1.0           -1.0          0.393         -8.589        0.006         0.655         -4.236        0.005         0.653         -4.353        0.005         46171.0       0.0           
0.01   0.023  BASICTOOL     -1.0          1.0           -1.0          0.393         -8.589        0.006         0.655         -4.236        0.005         0.653         -4.353        0.005         46171.0       0.0           
0.02   0.023  BASICTOOL     -1.0          1.0           -1.0          0.458         -7.195        0.005         0.692         -3.553        0.004         0.69          -3.642        0.004         46171.0       0.0           
0.03   0.023  BASICTOOL     -1.0          1.0           -1.0          0.743         -2.424        0.003         0.858         -1.221        0.003         0.858         -1.203        0.003         47045.0       0.0           
0.04   0.023  BASICTOOL     -1.0          1.0           -1.0          0.732         -1.901        0.002         0.862         -0.977        0.002         0.85          -0.924        0.002         49000.0       0.0           
0.05   0.023  BASICTOOL     -1.0          1.0           -1.0          0.754         -0.976        0.002         0.883         -0.544        0.002         0.851         -0.432        0.001         49786.0       0.0           
0.06   0.023  BASICTOOL     -1.0          1.0           -1.0          0.73          0.072         0.001         0.847         0.108         0.001         0.866         -0.037        0.001         49834.0       0.0           
0.07   0.023  BASICTOOL     -1.0          1.0           -1.0          0.575         1.305         0.001         0.697         1.111         0.001         0.848         0.195         0.001         49858.0       0.0           
0.08   0.023  BASICTOOL     -1.0          1.0           -1.0          0.461         2.328         0.001         0.577         1.964         0.001         0.837         0.364         0.001         49926.0       0.0           
0.09   0.023  BASICTOOL     -1.0          1.0           -1.0          0.332         3.419         0.001         0.455         2.814         0.001         0.819         0.604         0.001         49960.0       0.0           
0.1    0.023  BASICTOOL     -1.0          1.0           -1.0          0.2           4.553         0.001         0.32          3.708         0.001         0.8           0.845         0.001         49970.0       0.0           
-1     0.024  SCOPA         -1.0          1.0           -1.0          0.594         1.622         0.001         0.646         1.694         0.001         0.921         -0.072        0.0           50000.0       0.0           
0.0    0.024  BASICTOOL     -1.0          1.0           -1.0          0.381         -8.903        0.006         0.649         -4.388        0.005         0.644         -4.515        0.005         45884.0       0.0           
0.01   0.024  BASICTOOL     -1.0          1.0           -1.0          0.381         -8.903        0.006         0.649         -4.388        0.005         0.644         -4.515        0.005         45884.0       0.0           
0.02   0.024  BASICTOOL     -1.0          1.0           -1.0          0.447         -7.443        0.005         0.687         -3.678        0.004         0.682         -3.764        0.004         45884.0       0.0           
0.03   0.024  BASICTOOL     -1.0          1.0           -1.0          0.734         -2.553        0.003         0.854         -1.279        0.003         0.852         -1.273        0.003         46736.0       0.0           
0.04   0.024  BASICTOOL     -1.0          1.0           -1.0          0.722         -2.051        0.002         0.856         -1.053        0.002         0.844         -0.998        0.002         48906.0       0.0           
0.05   0.024  BASICTOOL     -1.0          1.0           -1.0          0.748         -1.08         0.002         0.88          -0.609        0.002         0.848         -0.471        0.001         49762.0       0.0           
0.06   0.024  BASICTOOL     -1.0          1.0           -1.0          0.729         -0.008        0.001         0.846         0.049         0.001         0.864         -0.057        0.001         49808.0       0.0           
0.07   0.024  BASICTOOL     -1.0          1.0           -1.0          0.58          1.224         0.001         0.703         1.047         0.001         0.845         0.177         0.001         49839.0       0.0           
0.08   0.024  BASICTOOL     -1.0          1.0           -1.0          0.467         2.256         0.001         0.582         1.905         0.001         0.835         0.351         0.001         49914.0       0.0           
0.09   0.024  BASICTOOL     -1.0          1.0           -1.0          0.338         3.358         0.001         0.459         2.765         0.001         0.819         0.594         0.001         49941.0       0.0           
0.1    0.024  BASICTOOL     -1.0          1.0           -1.0          0.209         4.484         0.001         0.327         3.655         0.001         0.8           0.828         0.001         49962.0       0.0           
-1     0.025  SCOPA         -1.0          1.0           0.0           0.587         1.595         0.001         0.643         1.679         0.001         0.916         -0.084        0.0           50000.0       0.0           
0.0    0.025  BASICTOOL     -1.0          1.0           -1.0          0.365         -9.085        0.006         0.64          -4.474        0.005         0.631         -4.612        0.005         45622.0       0.0           
0.01   0.025  BASICTOOL     -1.0          1.0           -1.0          0.365         -9.085        0.006         0.64          -4.474        0.005         0.631         -4.612        0.005         45622.0       0.0           
0.02   0.025  BASICTOOL     -1.0          1.0           -1.0          0.43          -7.661        0.005         0.677         -3.772        0.004         0.67          -3.888        0.004         45622.0       0.0           
0.03   0.025  BASICTOOL     -1.0          1.0           -1.0          0.714         -2.716        0.003         0.845         -1.341        0.003         0.839         -1.375        0.003         46595.0       0.0           
0.04   0.025  BASICTOOL     -1.0          1.0           -1.0          0.704         -2.199        0.002         0.849         -1.088        0.002         0.831         -1.111        0.002         48809.0       0.0           
0.05   0.025  BASICTOOL     -1.0          1.0           -1.0          0.737         -1.193        0.002         0.875         -0.642        0.002         0.84          -0.552        0.001         49717.0       0.0           
0.06   0.025  BASICTOOL     -1.0          1.0           -1.0          0.727         -0.09         0.001         0.847         0.018         0.001         0.859         -0.109        0.001         49773.0       0.0           
0.07   0.025  BASICTOOL     -1.0          1.0           -1.0          0.585         1.123         0.001         0.709         1.0           0.001         0.843         0.123         0.001         49827.0       0.0           
0.08   0.025  BASICTOOL     -1.0          1.0           -1.0          0.477         2.165         0.001         0.593         1.852         0.001         0.834         0.313         0.001         49889.0       0.0           
0.09   0.025  BASICTOOL     -1.0          1.0           -1.0          0.35          3.244         0.001         0.472         2.685         0.001         0.817         0.559         0.001         49931.0       0.0           
0.1    0.025  BASICTOOL     -1.0          1.0           -1.0          0.217         4.388         0.001         0.336         3.601         0.001         0.798         0.787         0.001         49951.0       0.0           
-1     0.026000000000000002SCOPA         -1.0          1.0           0.0           0.584         1.609         0.001         0.642         1.693         0.001         0.915         -0.085        0.0           49998.0       0.0           
0.0    0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.345         -9.473        0.006         0.623         -4.716        0.005         0.621         -4.758        0.005         45395.0       0.0           
0.01   0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.345         -9.473        0.006         0.623         -4.716        0.005         0.621         -4.758        0.005         45395.0       0.0           
0.02   0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.411         -8.012        0.006         0.661         -3.991        0.004         0.659         -4.021        0.004         45395.0       0.0           
0.03   0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.703         -2.897        0.004         0.834         -1.451        0.003         0.834         -1.446        0.003         46374.0       0.0           
0.04   0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.693         -2.357        0.002         0.837         -1.226        0.002         0.829         -1.131        0.002         48765.0       0.0           
0.05   0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.731         -1.319        0.002         0.868         -0.726        0.002         0.84          -0.593        0.001         49716.0       0.0           
0.06   0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.726         -0.219        0.001         0.848         -0.064        0.001         0.856         -0.155        0.001         49763.0       0.0           
0.07   0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.592         1.0           0.001         0.716         0.9           0.001         0.842         0.1           0.001         49811.0       0.0           
0.08   0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.484         2.044         0.001         0.599         1.768         0.001         0.832         0.276         0.001         49896.0       0.0           
0.09   0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.357         3.14          0.001         0.479         2.608         0.001         0.817         0.533         0.001         49941.0       0.0           
0.1    0.026000000000000002BASICTOOL     -1.0          1.0           -1.0          0.226         4.26          0.001         0.344         3.51          0.001         0.798         0.75          0.001         49966.0       0.0           
-1     0.027  SCOPA         -1.0          1.0           0.0           0.582         1.59          0.001         0.641         1.687         0.001         0.912         -0.097        0.0           49998.0       0.0           
0.0    0.027  BASICTOOL     -1.0          1.0           -1.0          0.341         -9.641        0.006         0.622         -4.745        0.005         0.613         -4.896        0.005         45042.0       0.0           
0.01   0.027  BASICTOOL     -1.0          1.0           -1.0          0.341         -9.641        0.006         0.622         -4.745        0.005         0.613         -4.896        0.005         45042.0       0.0           
0.02   0.027  BASICTOOL     -1.0          1.0           -1.0          0.403         -8.194        0.006         0.659         -4.049        0.004         0.651         -4.145        0.004         45042.0       0.0           
0.03   0.027  BASICTOOL     -1.0          1.0           -1.0          0.69          -3.078        0.004         0.829         -1.525        0.003         0.824         -1.553        0.003         46035.0       0.0           
0.04   0.027  BASICTOOL     -1.0          1.0           -1.0          0.679         -2.517        0.002         0.833         -1.257        0.002         0.817         -1.26         0.002         48583.0       0.0           
0.05   0.027  BASICTOOL     -1.0          1.0           -1.0          0.721         -1.47         0.002         0.864         -0.793        0.002         0.831         -0.677        0.001         49679.0       0.0           
0.06   0.027  BASICTOOL     -1.0          1.0           -1.0          0.721         -0.311        0.001         0.846         -0.128        0.001         0.853         -0.183        0.001         49723.0       0.0           
0.07   0.027  BASICTOOL     -1.0          1.0           -1.0          0.59          0.915         0.001         0.716         0.845         0.001         0.84          0.07          0.001         49780.0       0.0           
0.08   0.027  BASICTOOL     -1.0          1.0           -1.0          0.49          1.962         0.001         0.605         1.694         0.001         0.833         0.268         0.001         49873.0       0.0           
0.09   0.027  BASICTOOL     -1.0          1.0           -1.0          0.366         3.05          0.001         0.489         2.535         0.001         0.816         0.515         0.001         49923.0       0.0           
0.1    0.027  BASICTOOL     -1.0          1.0           -1.0          0.234         4.194         0.001         0.354         3.451         0.001         0.795         0.743         0.001         49954.0       0.0           
-1     0.028  SCOPA         -1.0          1.0           0.0           0.576         1.568         0.001         0.638         1.674         0.001         0.906         -0.106        0.0           49998.0       0.0           
0.0    0.028  BASICTOOL     -1.0          1.0           -1.0          0.326         -9.806        0.006         0.61          -4.868        0.005         0.606         -4.938        0.005         44771.0       0.0           
0.01   0.028  BASICTOOL     -1.0          1.0           -1.0          0.326         -9.806        0.006         0.61          -4.868        0.005         0.606         -4.938        0.005         44771.0       0.0           
0.02   0.028  BASICTOOL     -1.0          1.0           -1.0          0.39          -8.368        0.006         0.647         -4.17         0.004         0.644         -4.199        0.004         44771.0       0.0           
0.03   0.028  BASICTOOL     -1.0          1.0           -1.0          0.677         -3.196        0.004         0.821         -1.612        0.003         0.817         -1.584        0.003         45781.0       0.0           
0.04   0.028  BASICTOOL     -1.0          1.0           -1.0          0.665         -2.66         0.002         0.826         -1.349        0.002         0.809         -1.311        0.002         48488.0       0.0           
0.05   0.028  BASICTOOL     -1.0          1.0           -1.0          0.713         -1.603        0.002         0.859         -0.857        0.002         0.827         -0.746        0.002         49644.0       0.0           
0.06   0.028  BASICTOOL     -1.0          1.0           -1.0          0.717         -0.407        0.001         0.844         -0.168        0.001         0.848         -0.239        0.001         49715.0       0.0           
0.07   0.028  BASICTOOL     -1.0          1.0           -1.0          0.59          0.811         0.001         0.72          0.773         0.001         0.834         0.038         0.001         49776.0       0.0           
0.08   0.028  BASICTOOL     -1.0          1.0           -1.0          0.496         1.85          0.001         0.614         1.599         0.001         0.829         0.251         0.001         49869.0       0.0           
0.09   0.028  BASICTOOL     -1.0          1.0           -1.0          0.374         2.929         0.001         0.498         2.431         0.001         0.812         0.497         0.001         49925.0       0.0           
0.1    0.028  BASICTOOL     -1.0          1.0           -1.0          0.241         4.098         0.001         0.36          3.375         0.001         0.795         0.723         0.001         49960.0       0.0           
-1     0.029  SCOPA         -1.0          1.0           0.0           0.576         1.569         0.001         0.639         1.674         0.001         0.906         -0.106        0.0           49993.0       0.0           
0.0    0.029  BASICTOOL     -1.0          1.0           -1.0          0.316         -10.095       0.007         0.605         -4.978        0.005         0.597         -5.117        0.005         44516.0       0.0           
0.01   0.029  BASICTOOL     -1.0          1.0           -1.0          0.316         -10.095       0.007         0.605         -4.978        0.005         0.597         -5.117        0.005         44516.0       0.0           
0.02   0.029  BASICTOOL     -1.0          1.0           -1.0          0.379         -8.68         0.006         0.641         -4.292        0.005         0.634         -4.388        0.005         44516.0       0.0           
0.03   0.029  BASICTOOL     -1.0          1.0           -1.0          0.668         -3.37         0.004         0.814         -1.672        0.003         0.811         -1.698        0.003         45550.0       0.0           
0.04   0.029  BASICTOOL     -1.0          1.0           -1.0          0.658         -2.801        0.002         0.819         -1.412        0.002         0.806         -1.389        0.002         48378.0       0.0           
0.05   0.029  BASICTOOL     -1.0          1.0           -1.0          0.706         -1.751        0.002         0.852         -0.919        0.002         0.824         -0.832        0.002         49646.0       0.0           
0.06   0.029  BASICTOOL     -1.0          1.0           -1.0          0.71          -0.523        0.001         0.838         -0.217        0.001         0.846         -0.305        0.001         49702.0       0.0           
0.07   0.029  BASICTOOL     -1.0          1.0           -1.0          0.592         0.729         0.001         0.722         0.726         0.001         0.835         0.003         0.001         49766.0       0.0           
0.08   0.029  BASICTOOL     -1.0          1.0           -1.0          0.499         1.774         0.001         0.619         1.559         0.001         0.826         0.215         0.001         49879.0       0.0           
0.09   0.029  BASICTOOL     -1.0          1.0           -1.0          0.379         2.858         0.001         0.504         2.384         0.001         0.812         0.474         0.001         49929.0       0.0           
0.1    0.029  BASICTOOL     -1.0          1.0           -1.0          0.249         4.009         0.001         0.37          3.307         0.001         0.796         0.702         0.001         49959.0       0.0           
-1     0.03   SCOPA         -1.0          1.0           0.0           0.57          1.546         0.001         0.636         1.662         0.001         0.902         -0.115        0.0           49997.0       0.0           
0.0    0.03   BASICTOOL     -1.0          1.0           -1.0          0.302         -10.345       0.007         0.595         -5.112        0.005         0.587         -5.233        0.005         44323.0       0.0           
0.01   0.03   BASICTOOL     -1.0          1.0           -1.0          0.302         -10.345       0.007         0.595         -5.112        0.005         0.587         -5.233        0.005         44323.0       0.0           
0.02   0.03   BASICTOOL     -1.0          1.0           -1.0          0.364         -8.863        0.006         0.632         -4.388        0.005         0.624         -4.475        0.005         44323.0       0.0           
0.03   0.03   BASICTOOL     -1.0          1.0           -1.0          0.656         -3.501        0.004         0.809         -1.746        0.003         0.803         -1.754        0.003         45372.0       0.0           
0.04   0.03   BASICTOOL     -1.0          1.0           -1.0          0.648         -2.886        0.002         0.814         -1.455        0.002         0.8           -1.431        0.002         48217.0       0.0           
0.05   0.03   BASICTOOL     -1.0          1.0           -1.0          0.698         -1.846        0.002         0.847         -0.967        0.002         0.818         -0.878        0.002         49617.0       0.0           
0.06   0.03   BASICTOOL     -1.0          1.0           -1.0          0.709         -0.596        0.001         0.84          -0.253        0.001         0.843         -0.343        0.001         49670.0       0.0           
0.07   0.03   BASICTOOL     -1.0          1.0           -1.0          0.595         0.626         0.001         0.727         0.653         0.001         0.832         -0.027        0.001         49741.0       0.0           
0.08   0.03   BASICTOOL     -1.0          1.0           -1.0          0.503         1.689         0.001         0.623         1.501         0.001         0.823         0.188         0.001         49849.0       0.0           
0.09   0.03   BASICTOOL     -1.0          1.0           -1.0          0.383         2.785         0.001         0.508         2.338         0.001         0.81          0.448         0.001         49924.0       0.0           
0.1    0.03   BASICTOOL     -1.0          1.0           -1.0          0.253         3.945         0.001         0.374         3.264         0.001         0.792         0.681         0.001         49967.0       0.0           
-1     0.031  SCOPA         -1.0          1.0           0.0           0.567         1.536         0.001         0.633         1.658         0.001         0.9           -0.121        0.0           49997.0       0.0           
0.0    0.031  BASICTOOL     -1.0          1.0           -1.0          0.293         -10.553       0.007         0.585         -5.242        0.005         0.58          -5.311        0.005         43818.0       0.0           
0.01   0.031  BASICTOOL     -1.0          1.0           -1.0          0.293         -10.553       0.007         0.585         -5.242        0.005         0.58          -5.311        0.005         43818.0       0.0           
0.02   0.031  BASICTOOL     -1.0          1.0           -1.0          0.353         -9.119        0.006         0.62          -4.538        0.005         0.617         -4.581        0.005         43818.0       0.0           
0.03   0.031  BASICTOOL     -1.0          1.0           -1.0          0.643         -3.7          0.004         0.799         -1.843        0.003         0.795         -1.857        0.003         44924.0       0.0           
0.04   0.031  BASICTOOL     -1.0          1.0           -1.0          0.633         -3.086        0.003         0.805         -1.558        0.002         0.79          -1.528        0.002         48037.0       0.0           
0.05   0.031  BASICTOOL     -1.0          1.0           -1.0          0.685         -2.054        0.002         0.84          -1.076        0.002         0.81          -0.978        0.002         49556.0       0.0           
0.06   0.031  BASICTOOL     -1.0          1.0           -1.0          0.701         -0.749        0.001         0.834         -0.338        0.001         0.838         -0.411        0.001         49625.0       0.0           
0.07   0.031  BASICTOOL     -1.0          1.0           -1.0          0.593         0.479         0.001         0.727         0.566         0.001         0.828         -0.087        0.001         49698.0       0.0           
0.08   0.031  BASICTOOL     -1.0          1.0           -1.0          0.51          1.549         0.001         0.631         1.395         0.001         0.824         0.155         0.001         49833.0       0.0           
0.09   0.031  BASICTOOL     -1.0          1.0           -1.0          0.395         2.648         0.001         0.52          2.235         0.001         0.81          0.412         0.001         49908.0       0.0           
0.1    0.031  BASICTOOL     -1.0          1.0           -1.0          0.262         3.825         0.001         0.384         3.179         0.001         0.792         0.646         0.001         49965.0       0.0           
-1     0.032  SCOPA         -1.0          1.0           0.0           0.564         1.516         0.001         0.632         1.65          0.001         0.895         -0.134        0.0           49999.0       0.0           
0.0    0.032  BASICTOOL     -1.0          1.0           -1.0          0.279         -10.771       0.007         0.574         -5.347        0.005         0.572         -5.424        0.005         43628.0       0.0           
0.01   0.032  BASICTOOL     -1.0          1.0           -1.0          0.279         -10.771       0.007         0.574         -5.347        0.005         0.572         -5.424        0.005         43628.0       0.0           
0.02   0.032  BASICTOOL     -1.0          1.0           -1.0          0.337         -9.392        0.006         0.609         -4.676        0.005         0.608         -4.716        0.005         43628.0       0.0           
0.03   0.032  BASICTOOL     -1.0          1.0           -1.0          0.627         -3.898        0.004         0.79          -1.949        0.003         0.786         -1.948        0.003         44705.0       0.0           
0.04   0.032  BASICTOOL     -1.0          1.0           -1.0          0.617         -3.275        0.003         0.794         -1.665        0.002         0.782         -1.61         0.002         47949.0       0.0           
0.05   0.032  BASICTOOL     -1.0          1.0           -1.0          0.675         -2.183        0.002         0.833         -1.138        0.002         0.805         -1.045        0.002         49515.0       0.0           
0.06   0.032  BASICTOOL     -1.0          1.0           -1.0          0.696         -0.84         0.001         0.832         -0.389        0.001         0.835         -0.451        0.001         49583.0       0.0           
0.07   0.032  BASICTOOL     -1.0          1.0           -1.0          0.596         0.379         0.001         0.732         0.498         0.001         0.825         -0.119        0.001         49667.0       0.0           
0.08   0.032  BASICTOOL     -1.0          1.0           -1.0          0.514         1.429         0.001         0.639         1.309         0.001         0.819         0.12          0.001         49807.0       0.0           
0.09   0.032  BASICTOOL     -1.0          1.0           -1.0          0.399         2.543         0.001         0.526         2.159         0.001         0.806         0.384         0.001         49904.0       0.0           
0.1    0.032  BASICTOOL     -1.0          1.0           -1.0          0.27          3.71          0.001         0.391         3.106         0.001         0.79          0.604         0.001         49971.0       0.0           
-1     0.033  SCOPA         -1.0          1.0           0.0           0.559         1.497         0.001         0.628         1.636         0.001         0.892         -0.139        0.0           49995.0       0.0           
0.0    0.033  BASICTOOL     -1.0          1.0           -1.0          0.268         -11.014       0.007         0.567         -5.474        0.005         0.563         -5.539        0.005         43272.0       0.0           
0.01   0.033  BASICTOOL     -1.0          1.0           -1.0          0.268         -11.014       0.007         0.567         -5.474        0.005         0.563         -5.539        0.005         43272.0       0.0           
0.02   0.033  BASICTOOL     -1.0          1.0           -1.0          0.325         -9.626        0.006         0.602         -4.788        0.005         0.597         -4.838        0.005         43272.0       0.0           
0.03   0.033  BASICTOOL     -1.0          1.0           -1.0          0.611         -4.056        0.004         0.779         -2.03         0.003         0.777         -2.027        0.003         44387.0       0.0           
0.04   0.033  BASICTOOL     -1.0          1.0           -1.0          0.601         -3.428        0.003         0.783         -1.736        0.002         0.774         -1.692        0.002         47776.0       0.0           
0.05   0.033  BASICTOOL     -1.0          1.0           -1.0          0.662         -2.33         0.002         0.824         -1.207        0.002         0.798         -1.122        0.002         49471.0       0.0           
0.06   0.033  BASICTOOL     -1.0          1.0           -1.0          0.687         -0.965        0.001         0.826         -0.464        0.001         0.829         -0.501        0.001         49533.0       0.0           
0.07   0.033  BASICTOOL     -1.0          1.0           -1.0          0.594         0.253         0.001         0.733         0.415         0.001         0.821         -0.162        0.001         49638.0       0.0           
0.08   0.033  BASICTOOL     -1.0          1.0           -1.0          0.516         1.335         0.001         0.64          1.245         0.001         0.817         0.09          0.001         49812.0       0.0           
0.09   0.033  BASICTOOL     -1.0          1.0           -1.0          0.406         2.444         0.001         0.533         2.073         0.001         0.804         0.371         0.001         49900.0       0.0           
0.1    0.033  BASICTOOL     -1.0          1.0           -1.0          0.277         3.617         0.001         0.402         3.005         0.001         0.786         0.612         0.001         49960.0       0.0           
-1     0.034  SCOPA         -1.0          1.0           0.0           0.559         1.5           0.001         0.627         1.63          0.001         0.894         -0.13         0.0           49998.0       0.0           
0.0    0.034  BASICTOOL     -1.0          1.0           -1.0          0.262         -11.285       0.007         0.557         -5.646        0.005         0.56          -5.639        0.005         43006.0       0.0           
0.01   0.034  BASICTOOL     -1.0          1.0           -1.0          0.262         -11.285       0.007         0.557         -5.646        0.005         0.56          -5.639        0.005         43006.0       0.0           
0.02   0.034  BASICTOOL     -1.0          1.0           -1.0          0.317         -9.908        0.007         0.591         -4.968        0.005         0.594         -4.941        0.005         43006.0       0.0           
0.03   0.034  BASICTOOL     -1.0          1.0           -1.0          0.602         -4.314        0.004         0.771         -2.178        0.004         0.772         -2.136        0.004         44125.0       0.0           
0.04   0.034  BASICTOOL     -1.0          1.0           -1.0          0.591         -3.645        0.003         0.776         -1.859        0.003         0.768         -1.786        0.002         47674.0       0.0           
0.05   0.034  BASICTOOL     -1.0          1.0           -1.0          0.654         -2.504        0.002         0.816         -1.31         0.002         0.794         -1.194        0.002         49459.0       0.0           
0.06   0.034  BASICTOOL     -1.0          1.0           -1.0          0.684         -1.084        0.002         0.823         -0.533        0.001         0.828         -0.551        0.001         49531.0       0.0           
0.07   0.034  BASICTOOL     -1.0          1.0           -1.0          0.597         0.155         0.001         0.735         0.351         0.001         0.822         -0.196        0.001         49610.0       0.0           
0.08   0.034  BASICTOOL     -1.0          1.0           -1.0          0.522         1.242         0.001         0.647         1.171         0.001         0.818         0.071         0.001         49777.0       0.0           
0.09   0.034  BASICTOOL     -1.0          1.0           -1.0          0.416         2.342         0.001         0.544         1.991         0.001         0.806         0.35          0.001         49872.0       0.0           
0.1    0.034  BASICTOOL     -1.0          1.0           -1.0          0.286         3.543         0.001         0.408         2.957         0.001         0.79          0.586         0.001         49945.0       0.0           
-1     0.035  SCOPA         -1.0          1.0           0.0           0.553         1.474         0.001         0.625         1.625         0.001         0.887         -0.151        0.0           49999.0       0.0           
0.0    0.035  BASICTOOL     -1.0          1.0           -1.0          0.25          -11.399       0.007         0.551         -5.701        0.005         0.547         -5.697        0.005         42591.0       0.0           
0.01   0.035  BASICTOOL     -1.0          1.0           -1.0          0.25          -11.399       0.007         0.551         -5.701        0.005         0.547         -5.697        0.005         42591.0       0.0           
0.02   0.035  BASICTOOL     -1.0          1.0           -1.0          0.307         -10.028       0.007         0.584         -5.035        0.005         0.584         -4.993        0.005         42591.0       0.0           
0.03   0.035  BASICTOOL     -1.0          1.0           -1.0          0.592         -4.382        0.004         0.766         -2.204        0.004         0.763         -2.178        0.003         43683.0       0.0           
0.04   0.035  BASICTOOL     -1.0          1.0           -1.0          0.58          -3.728        0.003         0.77          -1.883        0.002         0.759         -1.845        0.002         47439.0       0.0           
0.05   0.035  BASICTOOL     -1.0          1.0           -1.0          0.646         -2.635        0.003         0.814         -1.333        0.002         0.785         -1.302        0.002         49366.0       0.0           
0.06   0.035  BASICTOOL     -1.0          1.0           -1.0          0.677         -1.215        0.002         0.822         -0.581        0.002         0.821         -0.633        0.001         49425.0       0.0           
0.07   0.035  BASICTOOL     -1.0          1.0           -1.0          0.593         0.035         0.001         0.737         0.29          0.001         0.814         -0.254        0.001         49544.0       0.0           
0.08   0.035  BASICTOOL     -1.0          1.0           -1.0          0.525         1.121         0.001         0.654         1.096         0.001         0.813         0.025         0.001         49745.0       0.0           
0.09   0.035  BASICTOOL     -1.0          1.0           -1.0          0.416         2.244         0.001         0.545         1.945         0.001         0.802         0.299         0.001         49872.0       0.0           
0.1    0.035  BASICTOOL     -1.0          1.0           -1.0          0.291         3.426         0.001         0.415         2.882         0.001         0.787         0.544         0.001         49952.0       0.0           
-1     0.036000000000000004SCOPA         -1.0          1.0           0.0           0.549         1.463         0.001         0.622         1.619         0.001         0.886         -0.156        0.0           49997.0       0.0           
0.0    0.036000000000000004BASICTOOL     -1.0          1.0           -1.0          0.245         -11.611       0.008         0.549         -5.719        0.005         0.539         -5.892        0.006         42183.0       0.0           
0.01   0.036000000000000004BASICTOOL     -1.0          1.0           -1.0          0.245         -11.611       0.008         0.549         -5.719        0.005         0.539         -5.892        0.006         42183.0       0.0           
0.02   0.036000000000000004BASICTOOL     -1.0          1.0           -1.0          0.298         -10.291       0.007         0.582         -5.06         0.005         0.571         -5.232        0.005         42183.0       0.0           
0.03   0.036000000000000004BASICTOOL     -1.0          1.0           -1.0          0.579         -4.564        0.005         0.759         -2.264        0.004         0.754         -2.301        0.004         43344.0       0.0           
0.04   0.036000000000000004BASICTOOL     -1.0          1.0           -1.0          0.565         -3.944        0.003         0.762         -1.962        0.003         0.749         -1.981        0.003         47286.0       0.0           
0.05   0.036000000000000004BASICTOOL     -1.0          1.0           -1.0          0.633         -2.821        0.003         0.804         -1.443        0.002         0.779         -1.378        0.002         49299.0       0.0           
0.06   0.036000000000000004BASICTOOL     -1.0          1.0           -1.0          0.67          -1.335        0.002         0.817         -0.653        0.002         0.817         -0.682        0.002         49375.0       0.0           
0.07   0.036000000000000004BASICTOOL     -1.0          1.0           -1.0          0.591         -0.073        0.001         0.736         0.213         0.001         0.813         -0.285        0.001         49486.0       0.0           
0.08   0.036000000000000004BASICTOOL     -1.0          1.0           -1.0          0.524         1.028         0.001         0.655         1.02          0.001         0.811         0.008         0.001         49729.0       0.0           
0.09   0.036000000000000004BASICTOOL     -1.0          1.0           -1.0          0.422         2.111         0.001         0.554         1.838         0.001         0.803         0.273         0.001         49860.0       0.0           
